ESG,Subcategory,Ambition.level,Years,Opportunity,Shortlist (Env.),Shortlist (Soc.),Shortlist (Gov.),Time period,% of total,Priority initiatives,Include? (Y/N), Total estimated cost , Cost based on ambition ,Annual cost,Annual.fixed.cost,Annual.variable.cost,Type of expense,Sources,Comments,ROI group,ROI,Total.value.growing,Total.value.uniform,Type of value dist.,Flag to review,Already pursued by Healius
Social,Diversity and inclusion,Aspirational,1-3 years,Partner with NGOs to improve inclusion and diversity initiatives,0,0,0,3,20%,,Y,"75,000","15,000","15,000", -   ,"15,000",Annual,,TBC - currently assumes no cost,Low (+),0%,"150,000", -   ,Growing,,
Social,Diversity and inclusion,Aspirational,<5 years,Partner with NGOs to improve inclusion and diversity initiatives,0,0,0,5,20%,,Y,"75,000","15,000","15,000", -   ,"15,000",Annual,,TBC - currently assumes no cost,Low (+),0%,"150,000", -   ,Growing,,
Social,Diversity and inclusion,Aspirational,<10 years,Partner with NGOs to improve inclusion and diversity initiatives,0,0,0,10,20%,,Y,"75,000","15,000","15,000", -   ,"15,000",Annual,,TBC - currently assumes no cost,Low (+),0%,"150,000", -   ,Growing,,
Social,Diversity and inclusion,Fast follower,1-3 years,Partner with NGOs to improve inclusion and diversity initiatives,0,0,0,3,50%,,Y,"75,000","37,500","37,500", -   ,"37,500",Annual,,TBC - currently assumes no cost,Low (+),0%,"375,000", -   ,Growing,,
Social,Diversity and inclusion,Fast follower,<5 years,Partner with NGOs to improve inclusion and diversity initiatives,0,0,0,5,50%,,Y,"75,000","37,500","37,500", -   ,"37,500",Annual,,TBC - currently assumes no cost,Low (+),0%,"375,000", -   ,Growing,,
Social,Diversity and inclusion,Fast follower,<10 years,Partner with NGOs to improve inclusion and diversity initiatives,0,0,0,10,50%,,Y,"75,000","37,500","37,500", -   ,"37,500",Annual,,TBC - currently assumes no cost,Low (+),0%,"375,000", -   ,Growing,,
Social,Diversity and inclusion,Industry leader,1-3 years,Partner with NGOs to improve inclusion and diversity initiatives,0,0,0,3,75%,,Y,"75,000","56,250","56,250", -   ,"56,250",Annual,,TBC - currently assumes no cost,Low (+),0%,"562,500", -   ,Growing,,
Social,Diversity and inclusion,Industry leader,<5 years,Partner with NGOs to improve inclusion and diversity initiatives,0,0,0,5,75%,,Y,"75,000","56,250","56,250", -   ,"56,250",Annual,,TBC - currently assumes no cost,Low (+),0%,"562,500", -   ,Growing,,
Social,Diversity and inclusion,Industry leader,<10 years,Partner with NGOs to improve inclusion and diversity initiatives,0,0,0,10,75%,,Y,"75,000","56,250","56,250", -   ,"56,250",Annual,,TBC - currently assumes no cost,Low (+),0%,"562,500", -   ,Growing,,
Social,Diversity and inclusion,REGENERATION,1-3 years,Partner with NGOs to improve inclusion and diversity initiatives,0,1,0,3,100%,,Y,"75,000","75,000","75,000", -   ,"75,000",Annual,,TBC - currently assumes no cost,Low (+),0%,"750,000", -   ,Growing,,
Social,Diversity and inclusion,REGENERATION,<5 years,Partner with NGOs to improve inclusion and diversity initiatives,0,0,0,5,100%,,Y,"75,000","75,000","75,000", -   ,"75,000",Annual,,TBC - currently assumes no cost,Low (+),0%,"750,000", -   ,Growing,,
Social,Diversity and inclusion,REGENERATION,<10 years,Partner with NGOs to improve inclusion and diversity initiatives,0,0,0,10,100%,,Y,"75,000","75,000","75,000", -   ,"75,000",Annual,,TBC - currently assumes no cost,Low (+),0%,"750,000", -   ,Growing,,
Social,Diversity and inclusion,Hygiene factors,1-3 years,Set up networks for staff of different minorities to encourage inclusion and diversity,0,0,0,3,20%,,Y,"50,000","10,000","10,000", -   ,"10,000",Annual,,"TBC - $50,000 to support networks",Low (+),#N/A,#N/A, -   ,Growing,,
Social,Diversity and inclusion,Hygiene factors,<5 years,Set up networks for staff of different minorities to encourage inclusion and diversity,0,0,0,5,20%,,Y,"50,000","10,000","10,000", -   ,"10,000",Annual,,"TBC - $50,000 to support networks",Low (+),#N/A,#N/A, -   ,Growing,,
Social,Diversity and inclusion,Hygiene factors,<10 years,Set up networks for staff of different minorities to encourage inclusion and diversity,0,0,0,10,20%,,Y,"50,000","10,000","10,000", -   ,"10,000",Annual,,"TBC - $50,000 to support networks",Low (+),#N/A,#N/A, -   ,Growing,,
Social,Diversity and inclusion,Quick wins,1-3 years,Set up networks for staff of different minorities to encourage inclusion and diversity,0,0,0,3,20%,,Y,"50,000","10,000","10,000", -   ,"10,000",Annual,,"TBC - $50,000 to support networks",Low (+),#N/A,#N/A, -   ,Growing,,
Social,Diversity and inclusion,Quick wins,<5 years,Set up networks for staff of different minorities to encourage inclusion and diversity,0,0,0,5,20%,,Y,"50,000","10,000","10,000", -   ,"10,000",Annual,,"TBC - $50,000 to support networks",Low (+),#N/A,#N/A, -   ,Growing,,
Social,Diversity and inclusion,Quick wins,<10 years,Set up networks for staff of different minorities to encourage inclusion and diversity,0,0,0,10,20%,,Y,"50,000","10,000","10,000", -   ,"10,000",Annual,,"TBC - $50,000 to support networks",Low (+),#N/A,#N/A, -   ,Growing,,
Social,Diversity and inclusion,Aspirational,1-3 years,Set up networks for staff of different minorities to encourage inclusion and diversity,0,0,0,3,50%,,Y,"50,000","25,000","25,000", -   ,"25,000",Annual,,"TBC - $50,000 to support networks",Low (+),#N/A,#N/A, -   ,Growing,,
Social,Diversity and inclusion,Aspirational,<5 years,Set up networks for staff of different minorities to encourage inclusion and diversity,0,0,0,5,50%,,Y,"50,000","25,000","25,000", -   ,"25,000",Annual,,"TBC - $50,000 to support networks",Low (+),#N/A,#N/A, -   ,Growing,,
Social,Diversity and inclusion,Aspirational,<10 years,Set up networks for staff of different minorities to encourage inclusion and diversity,0,0,0,10,50%,,Y,"50,000","25,000","25,000", -   ,"25,000",Annual,,"TBC - $50,000 to support networks",Low (+),#N/A,#N/A, -   ,Growing,,
Social,Diversity and inclusion,Fast follower,1-3 years,Set up networks for staff of different minorities to encourage inclusion and diversity,0,0,0,3,50%,,Y,"50,000","25,000","25,000", -   ,"25,000",Annual,,"TBC - $50,000 to support networks",Low (+),#N/A,#N/A, -   ,Growing,,
Social,Diversity and inclusion,Fast follower,<5 years,Set up networks for staff of different minorities to encourage inclusion and diversity,0,0,0,5,50%,,Y,"50,000","25,000","25,000", -   ,"25,000",Annual,,"TBC - $50,000 to support networks",Low (+),#N/A,#N/A, -   ,Growing,,
Social,Diversity and inclusion,Fast follower,<10 years,Set up networks for staff of different minorities to encourage inclusion and diversity,0,0,0,10,50%,,Y,"50,000","25,000","25,000", -   ,"25,000",Annual,,"TBC - $50,000 to support networks",Low (+),#N/A,#N/A, -   ,Growing,,
Social,Diversity and inclusion,Industry leader,1-3 years,Set up networks for staff of different minorities to encourage inclusion and diversity,0,0,0,3,75%,,Y,"50,000","37,500","37,500", -   ,"37,500",Annual,,"TBC - $50,000 to support networks",Low (+),#N/A,#N/A, -   ,Growing,,
Social,Diversity and inclusion,Industry leader,<5 years,Set up networks for staff of different minorities to encourage inclusion and diversity,0,0,0,5,75%,,Y,"50,000","37,500","37,500", -   ,"37,500",Annual,,"TBC - $50,000 to support networks",Low (+),#N/A,#N/A, -   ,Growing,,
Social,Diversity and inclusion,Industry leader,<10 years,Set up networks for staff of different minorities to encourage inclusion and diversity,0,0,0,10,75%,,Y,"50,000","37,500","37,500", -   ,"37,500",Annual,,"TBC - $50,000 to support networks",Low (+),#N/A,#N/A, -   ,Growing,,
Social,Diversity and inclusion,REGENERATION,1-3 years,Set up networks for staff of different minorities to encourage inclusion and diversity,0,1,0,3,100%,,Y,"50,000","50,000","50,000", -   ,"50,000",Annual,,"TBC - $50,000 to support networks",Low (+),#N/A,#N/A, -   ,Growing,,
Social,Diversity and inclusion,REGENERATION,<5 years,Set up networks for staff of different minorities to encourage inclusion and diversity,0,0,0,5,100%,,Y,"50,000","50,000","50,000", -   ,"50,000",Annual,,"TBC - $50,000 to support networks",Low (+),#N/A,#N/A, -   ,Growing,,
Social,Diversity and inclusion,REGENERATION,<10 years,Set up networks for staff of different minorities to encourage inclusion and diversity,0,0,0,10,100%,,Y,"50,000","50,000","50,000", -   ,"50,000",Annual,,"TBC - $50,000 to support networks",Low (+),#N/A,#N/A, -   ,Growing,,
Environmental,Emissions reduction,Quick wins,1-3 years,Carbon offsetting,0,0,0,3,25%,,Y,"1,040,000","260,000","260,000", -   ,"260,000",Annual,,"Based on investor comments (estimates 52,000 tonnes of CO2 at an approx. cost of $20/tonne)",Low (-),3%,"2,678,000", -   ,Growing,,
Environmental,Emissions reduction,Quick wins,<5 years,Carbon offsetting,0,0,0,5,25%,,Y,"1,040,000","260,000","260,000", -   ,"260,000",Annual,,"Based on investor comments (estimates 52,000 tonnes of CO2 at an approx. cost of $20/tonne)",Low (-),3%,"2,678,000", -   ,Growing,,
Environmental,Emissions reduction,Quick wins,<10 years,Carbon offsetting,0,0,0,10,25%,,Y,"1,040,000","260,000","260,000", -   ,"260,000",Annual,,"Based on investor comments (estimates 52,000 tonnes of CO2 at an approx. cost of $20/tonne)",Low (-),3%,"2,678,000", -   ,Growing,,
Environmental,Emissions reduction,Aspirational,1-3 years,Carbon offsetting,0,0,0,3,50%,,Y,"1,040,000","520,000","520,000", -   ,"520,000",Annual,,"Based on investor comments (estimates 52,000 tonnes of CO2 at an approx. cost of $20/tonne)",Low (-),3%,"5,356,000", -   ,Growing,,
Environmental,Emissions reduction,Aspirational,<5 years,Carbon offsetting,0,0,0,5,50%,,Y,"1,040,000","520,000","520,000", -   ,"520,000",Annual,,"Based on investor comments (estimates 52,000 tonnes of CO2 at an approx. cost of $20/tonne)",Low (-),3%,"5,356,000", -   ,Growing,,
Environmental,Emissions reduction,Aspirational,<10 years,Carbon offsetting,0,0,0,10,50%,,Y,"1,040,000","520,000","520,000", -   ,"520,000",Annual,,"Based on investor comments (estimates 52,000 tonnes of CO2 at an approx. cost of $20/tonne)",Low (-),3%,"5,356,000", -   ,Growing,,
Environmental,Emissions reduction,Fast follower,1-3 years,Carbon offsetting,0,0,0,3,60%,,Y,"1,040,000","624,000","624,000", -   ,"624,000",Annual,,"Based on investor comments (estimates 52,000 tonnes of CO2 at an approx. cost of $20/tonne)",Low (-),3%,"6,427,200", -   ,Growing,,
Environmental,Emissions reduction,Fast follower,<5 years,Carbon offsetting,0,0,0,5,60%,,Y,"1,040,000","624,000","624,000", -   ,"624,000",Annual,,"Based on investor comments (estimates 52,000 tonnes of CO2 at an approx. cost of $20/tonne)",Low (-),3%,"6,427,200", -   ,Growing,,
Environmental,Emissions reduction,Fast follower,<10 years,Carbon offsetting,0,0,0,10,60%,,Y,"1,040,000","624,000","624,000", -   ,"624,000",Annual,,"Based on investor comments (estimates 52,000 tonnes of CO2 at an approx. cost of $20/tonne)",Low (-),3%,"6,427,200", -   ,Growing,,
Environmental,Emissions reduction,Industry leader,1-3 years,Carbon offsetting,0,0,0,3,90%,,Y,"1,040,000","936,000","936,000", -   ,"936,000",Annual,,"Based on investor comments (estimates 52,000 tonnes of CO2 at an approx. cost of $20/tonne)",Low (-),3%,"9,640,800", -   ,Growing,,
Environmental,Emissions reduction,Industry leader,<5 years,Carbon offsetting,0,0,0,5,90%,,Y,"1,040,000","936,000","936,000", -   ,"936,000",Annual,,"Based on investor comments (estimates 52,000 tonnes of CO2 at an approx. cost of $20/tonne)",Low (-),3%,"9,640,800", -   ,Growing,,
Environmental,Emissions reduction,Industry leader,<10 years,Carbon offsetting,0,0,0,10,90%,,Y,"1,040,000","936,000","936,000", -   ,"936,000",Annual,,"Based on investor comments (estimates 52,000 tonnes of CO2 at an approx. cost of $20/tonne)",Low (-),3%,"9,640,800", -   ,Growing,,
Environmental,Emissions reduction,REGENERATION,1-3 years,Carbon offsetting,1,0,0,3,60%,,Y,"1,040,000","624,000","624,000", -   ,"624,000",Annual,,"Based on investor comments (estimates 52,000 tonnes of CO2 at an approx. cost of $20/tonne)",Low (-),3%,"6,427,200", -   ,Growing,,
Environmental,Emissions reduction,REGENERATION,<5 years,Carbon offsetting,0,0,0,5,60%,,Y,"1,040,000","624,000","624,000", -   ,"624,000",Annual,,"Based on investor comments (estimates 52,000 tonnes of CO2 at an approx. cost of $20/tonne)",Low (-),3%,"6,427,200", -   ,Growing,,
Environmental,Emissions reduction,REGENERATION,<10 years,Carbon offsetting,0,0,0,10,60%,,Y,"1,040,000","624,000","624,000", -   ,"624,000",Annual,,"Based on investor comments (estimates 52,000 tonnes of CO2 at an approx. cost of $20/tonne)",Low (-),3%,"6,427,200", -   ,Growing,,
Environmental,Emissions reduction,Hygiene factors,1-3 years,Expand installation of solar panels,0,0,0,3,100%,,Y,"10,000","10,000","3,333","3,333", -   ,Once off,,"Assumes $10,000 installation cost per facility",High (+),7%, -   ,"10,700",Uniform,,
Environmental,Emissions reduction,Hygiene factors,<5 years,Expand installation of solar panels,0,0,0,5,100%,,Y,"10,000","10,000","2,000","2,000", -   ,Once off,,"Assumes $10,000 installation cost per facility",High (+),7%, -   ,"10,700",Uniform,,
Environmental,Emissions reduction,Hygiene factors,<10 years,Expand installation of solar panels,0,0,0,10,100%,,Y,"10,000","10,000","1,000","1,000", -   ,Once off,,"Assumes $10,000 installation cost per facility",High (+),7%, -   ,"10,700",Uniform,,
Environmental,Emissions reduction,Quick wins,1-3 years,Expand installation of solar panels,0,0,0,3,100%,,Y,"10,000","10,000","3,333","3,333", -   ,Once off,,"Assumes $10,000 installation cost per facility",High (+),7%, -   ,"10,700",Uniform,,
Environmental,Emissions reduction,Quick wins,<5 years,Expand installation of solar panels,0,0,0,5,100%,,Y,"10,000","10,000","2,000","2,000", -   ,Once off,,"Assumes $10,000 installation cost per facility",High (+),7%, -   ,"10,700",Uniform,,
Environmental,Emissions reduction,Quick wins,<10 years,Expand installation of solar panels,0,0,0,10,100%,,Y,"10,000","10,000","1,000","1,000", -   ,Once off,,"Assumes $10,000 installation cost per facility",High (+),7%, -   ,"10,700",Uniform,,
Environmental,Emissions reduction,Aspirational,1-3 years,Expand installation of solar panels,0,0,0,3,100%,,Y,"10,000","10,000","3,333","3,333", -   ,Once off,,"Assumes $10,000 installation cost per facility",High (+),7%, -   ,"10,700",Uniform,,
Environmental,Emissions reduction,Aspirational,<5 years,Expand installation of solar panels,0,0,0,5,100%,,Y,"10,000","10,000","2,000","2,000", -   ,Once off,,"Assumes $10,000 installation cost per facility",High (+),7%, -   ,"10,700",Uniform,,
Environmental,Emissions reduction,Aspirational,<10 years,Expand installation of solar panels,0,0,0,10,100%,,Y,"10,000","10,000","1,000","1,000", -   ,Once off,,"Assumes $10,000 installation cost per facility",High (+),7%, -   ,"10,700",Uniform,,
Environmental,Emissions reduction,Fast follower,1-3 years,Expand installation of solar panels,0,0,0,3,100%,,Y,"10,000","10,000","3,333","3,333", -   ,Once off,,"Assumes $10,000 installation cost per facility",High (+),7%, -   ,"10,700",Uniform,,
Environmental,Emissions reduction,Fast follower,<5 years,Expand installation of solar panels,0,0,0,5,100%,,Y,"10,000","10,000","2,000","2,000", -   ,Once off,,"Assumes $10,000 installation cost per facility",High (+),7%, -   ,"10,700",Uniform,,
Environmental,Emissions reduction,Fast follower,<10 years,Expand installation of solar panels,0,0,0,10,100%,,Y,"10,000","10,000","1,000","1,000", -   ,Once off,,"Assumes $10,000 installation cost per facility",High (+),7%, -   ,"10,700",Uniform,,
Environmental,Emissions reduction,Industry leader,1-3 years,Expand installation of solar panels,0,0,0,3,100%,,Y,"10,000","10,000","3,333","3,333", -   ,Once off,,"Assumes $10,000 installation cost per facility",High (+),7%, -   ,"10,700",Uniform,,
Environmental,Emissions reduction,Industry leader,<5 years,Expand installation of solar panels,0,0,0,5,100%,,Y,"10,000","10,000","2,000","2,000", -   ,Once off,,"Assumes $10,000 installation cost per facility",High (+),7%, -   ,"10,700",Uniform,,
Environmental,Emissions reduction,Industry leader,<10 years,Expand installation of solar panels,0,0,0,10,100%,,Y,"10,000","10,000","1,000","1,000", -   ,Once off,,"Assumes $10,000 installation cost per facility",High (+),7%, -   ,"10,700",Uniform,,
Environmental,Emissions reduction,REGENERATION,1-3 years,Expand installation of solar panels,1,0,0,3,100%,,Y,"10,000","10,000","3,333","3,333", -   ,Once off,,"Assumes $10,000 installation cost per facility",High (+),7%, -   ,"10,700",Uniform,,
Environmental,Emissions reduction,REGENERATION,<5 years,Expand installation of solar panels,0,0,0,5,100%,,Y,"10,000","10,000","2,000","2,000", -   ,Once off,,"Assumes $10,000 installation cost per facility",High (+),7%, -   ,"10,700",Uniform,,
Environmental,Emissions reduction,REGENERATION,<10 years,Expand installation of solar panels,0,0,0,10,100%,,Y,"10,000","10,000","1,000","1,000", -   ,Once off,,"Assumes $10,000 installation cost per facility",High (+),7%, -   ,"10,700",Uniform,,
Environmental,Emissions reduction,Hygiene factors,1-3 years,Expand installation of LED lights,0,0,0,3,25%,,Y,"4,318,200","1,079,550","359,850","359,850", -   ,Once off,,"Assumes $1,800 installation cost per facility",Very high (+),0%, -   ,"1,079,550",Uniform,,
Environmental,Emissions reduction,Hygiene factors,<5 years,Expand installation of LED lights,0,0,0,5,25%,,Y,"4,318,200","1,079,550","215,910","215,910", -   ,Once off,,"Assumes $1,800 installation cost per facility",Very high (+),0%, -   ,"1,079,550",Uniform,,
